sentence_id,text,aspect_term,term_polarity,from,to,categories,category_polarities,review_id
3303,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,positive,6,20,['food'],['positive'],
3303,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Maine Lobster,positive,37,50,['food'],['positive'],
704,"Try the Pad Thai, it's fabulous and their prices are so cheap!",Pad Thai,positive,8,16,"['food', 'price']","['positive', 'positive']",
704,"Try the Pad Thai, it's fabulous and their prices are so cheap!",prices,positive,42,48,"['food', 'price']","['positive', 'positive']",
1839,Food is great and inexpensive.,Food,positive,0,4,"['food', 'price']","['positive', 'positive']",
1756,The price very reasonable.,price,positive,4,9,['price'],['positive'],
29,"Dessert - can't be missed, so save room!!!",Dessert,positive,0,7,['food'],['positive'],
484,"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food,positive,73,77,['food'],['positive'],
2574,Ingredients are organic which is a real plus for me.,Ingredients,positive,0,11,['food'],['positive'],
3595,It was so bad I actually refused to pay for my food.,food,negative,47,51,"['anecdotes/miscellaneous', 'food']","['negative', 'negative']",
1097,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,cuisine,positive,49,56,"['anecdotes/miscellaneous', 'food', 'price']","['positive', 'positive', 'positive']",
1097,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,prices,positive,71,77,"['anecdotes/miscellaneous', 'food', 'price']","['positive', 'positive', 'positive']",
2692,"The staff was very attentive, the ambience lovely, and the food superb.",staff,positive,4,9,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2692,"The staff was very attentive, the ambience lovely, and the food superb.",ambience,positive,34,42,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2692,"The staff was very attentive, the ambience lovely, and the food superb.",food,positive,59,63,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2590,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",ingrediants,positive,52,63,['food'],['negative'],
2590,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",cuisine,positive,84,91,['food'],['negative'],
2590,"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",food,positive,74,78,['food'],['negative'],
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,positive,4,9,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,positive,14,18,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,positive,38,45,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,backyard dining area,positive,91,111,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2957,"The waiters are sweet, the food is tasty and the bill is never too large.",waiters,positive,4,11,"['food', 'service', 'price']","['positive', 'positive', 'positive']",
2957,"The waiters are sweet, the food is tasty and the bill is never too large.",food,positive,27,31,"['food', 'service', 'price']","['positive', 'positive', 'positive']",
2957,"The waiters are sweet, the food is tasty and the bill is never too large.",bill,positive,49,53,"['food', 'service', 'price']","['positive', 'positive', 'positive']",
3633,"The service was superb, they treat you like family.",service,positive,4,11,['service'],['positive'],
2696,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",menu,positive,23,27,"['anecdotes/miscellaneous', 'food']","['neutral', 'positive']",
2696,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",food,positive,100,104,"['anecdotes/miscellaneous', 'food']","['neutral', 'positive']",
1186,"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",table,positive,54,59,['service'],['positive'],
3224,"The menu may be small, but everything on it is delicious.",menu,negative,4,8,['food'],['conflict'],
935,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,rice,negative,66,70,['food'],['negative'],
935,They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,RICE,negative,110,114,['food'],['negative'],
637,"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",surroundings,positive,18,30,['ambience'],['positive'],
637,"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",dining rooms,neutral,105,117,['ambience'],['positive'],
2029,We ran a little late for the reservation but it wasn't a problem to get our table immediately.,reservation,neutral,29,40,"['anecdotes/miscellaneous', 'service']","['neutral', 'positive']",
2029,We ran a little late for the reservation but it wasn't a problem to get our table immediately.,table,positive,76,81,"['anecdotes/miscellaneous', 'service']","['neutral', 'positive']",
2341,We arrived on time for our reservation and seated promptly.The,reservation,positive,27,38,"['anecdotes/miscellaneous', 'service']","['neutral', 'positive']",
2004,"I would definitely go back for a very special occasion, but not for regular fine dining.",dining,neutral,81,87,['anecdotes/miscellaneous'],['conflict'],
644,"The well mannered, pleasant staff that Tony has in his employ.",staff,positive,28,33,['service'],['positive'],
2007,The flavors robust and subtle.,flavors,positive,4,11,['food'],['positive'],
314,"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",oysters,positive,73,80,"['food', 'price']","['positive', 'positive']",
314,"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",quality,positive,117,124,"['food', 'price']","['positive', 'positive']",
3107,"I would never wait for a table to eat, it just is not THAT great.",table,neutral,25,30,['anecdotes/miscellaneous'],['negative'],
580,"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,positive,18,41,['food'],['positive'],
1295,The counter service is bad.,counter service,negative,4,19,['service'],['negative'],
2701,"Service here was great, food was fantastic.",Service,positive,0,7,"['food', 'service']","['positive', 'positive']",
2701,"Service here was great, food was fantastic.",food,positive,24,28,"['food', 'service']","['positive', 'positive']",
997,"This is such a lovely, peaceful place to eat outside.",place,positive,32,37,['ambience'],['positive'],
1491,The sauce is delicious and the crust is perfect.,sauce,positive,4,9,['food'],['positive'],
1491,The sauce is delicious and the crust is perfect.,crust,positive,31,36,['food'],['positive'],
906,Since my first dinner I have had the chance to have brunch at Orsay 3x.,dinner,neutral,15,21,['anecdotes/miscellaneous'],['neutral'],
906,Since my first dinner I have had the chance to have brunch at Orsay 3x.,brunch,neutral,52,58,['anecdotes/miscellaneous'],['neutral'],
758,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",decore,negative,27,33,"['food', 'price', 'ambience']","['neutral', 'negative', 'negative']",
758,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",food,neutral,43,47,"['food', 'price', 'ambience']","['neutral', 'negative', 'negative']",
1601,They have some great entrees here as well.,entrees,positive,21,28,['food'],['positive'],
2195,The service is not consistently excellent -- just decent.,service,neutral,4,11,['service'],['neutral'],
1917,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food,positive,4,8,['food'],['positive'],
1917,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",served,neutral,10,16,['food'],['positive'],
1917,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",portions,positive,34,42,['food'],['positive'],
1917,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",dish,positive,81,85,['food'],['positive'],
2252,"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",cater,positive,8,13,"['food', 'service']","['positive', 'positive']",
3668,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,mango chicken,positive,10,23,['food'],['positive'],
3668,I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,presentation,positive,85,97,['food'],['positive'],
928,I care more about the food and ambience.,food,neutral,22,26,"['food', 'ambience']","['neutral', 'neutral']",
928,I care more about the food and ambience.,ambience,neutral,31,39,"['food', 'ambience']","['neutral', 'neutral']",
1794,"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",drinks,negative,29,35,"['food', 'price']","['negative', 'negative']",
1163,The service is fantastic.,service,positive,4,11,['service'],['positive'],
1109,The garlic mashed potatoes are hands down the best in the city!,garlic mashed potatoes,positive,4,26,['food'],['positive'],
899,Food and service was okay.,Food,neutral,0,4,"['food', 'service']","['neutral', 'neutral']",
899,Food and service was okay.,service,neutral,9,16,"['food', 'service']","['neutral', 'neutral']",
934,The lamb meat was under-cooked and EXTRMELY CHEWY.,lamb meat,negative,4,13,['food'],['negative'],
2199,The best pad thai i've ever had.,pad thai,positive,9,17,['food'],['positive'],
188,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food quality,negative,15,27,"['food', 'service']","['negative', 'negative']",
188,"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,negative,107,114,"['food', 'service']","['negative', 'negative']",
1748,Great pizza and fantastic service.,pizza,positive,6,11,"['food', 'service']","['positive', 'positive']",
1748,Great pizza and fantastic service.,service,positive,26,33,"['food', 'service']","['positive', 'positive']",
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,waiter,negative,31,37,['service'],['negative'],
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,red wine,neutral,46,54,['service'],['negative'],
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,hot tea,neutral,59,66,['service'],['negative'],
949,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,outside,neutral,15,22,['service'],['negative'],
390,i would just ask for no oil next time.,oil,negative,24,27,['anecdotes/miscellaneous'],['neutral'],
885,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",place,positive,23,28,"['food', 'ambience']","['negative', 'positive']",
885,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",food,negative,65,69,"['food', 'ambience']","['negative', 'positive']",
1428,I went there for lunch and it was not as good as I expected from the reviews I read.,lunch,neutral,17,22,['anecdotes/miscellaneous'],['negative'],
1639,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",wine list,negative,4,13,['food'],['negative'],
1639,"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",desserts,negative,35,43,['food'],['negative'],
1417,I ordered a Lassi and asked 4 times for it but never got it.,Lassi,neutral,12,17,['service'],['negative'],
3159,Their coffee is quite good too!,coffee,positive,6,12,['food'],['positive'],
363,"great wine list (italian), good food, service was INITIALLY fine.",wine list,positive,6,15,"['food', 'service']","['positive', 'conflict']",
363,"great wine list (italian), good food, service was INITIALLY fine.",food,positive,32,36,"['food', 'service']","['positive', 'conflict']",
2856,"Despite the fact that the space is large, they've overcrowded the floor with tables.",space,positive,26,31,['ambience'],['negative'],
2856,"Despite the fact that the space is large, they've overcrowded the floor with tables.",tables,negative,77,83,['ambience'],['negative'],
2838,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",place,negative,154,159,['service'],['negative'],
3149,I had to ask her three times before she finally came back with the dish Ive requested.,dish,neutral,67,71,['service'],['negative'],
2780,"Normally that would be improper, however they were all delicious and my host did not complain.",host,neutral,72,76,['food'],['positive'],
1782,Taxan delicious!,Taxan,positive,0,5,['food'],['positive'],
3696,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",sandwiches,negative,37,47,"['food', 'price']","['conflict', 'positive']",
3696,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",price,positive,153,158,"['food', 'price']","['conflict', 'positive']",
3696,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",portion,positive,140,147,"['food', 'price']","['conflict', 'positive']",
3419,"Southern Indian cuisine is still there, too.",Southern Indian cuisine,neutral,0,23,['food'],['neutral'],
468,"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",place,positive,72,77,['anecdotes/miscellaneous'],['neutral'],
2655,They couldn't even make a salad that was appealing.,salad,negative,26,31,['food'],['negative'],
3570,For two people with tip was less than $25 bucks.,tip,neutral,20,23,['price'],['positive'],
2129,Killer Sushi!,Sushi,positive,7,12,['food'],['positive'],
206,Of course the reason its so packed is because the food is so delicious!,food,positive,50,54,['food'],['positive'],
3038,"Staffs are not that friendly, but the taste covers all.",Staffs,negative,0,6,"['food', 'service']","['positive', 'negative']",
3038,"Staffs are not that friendly, but the taste covers all.",taste,positive,38,43,"['food', 'service']","['positive', 'negative']",
3365,The jukebox plays everything from Italian Opera to The Strokes.,jukebox,positive,4,11,['ambience'],['neutral'],
2742,Plus they made a perfect martini.,martini,positive,25,32,['food'],['positive'],
278,I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,food,neutral,34,38,['food'],['neutral'],
3183,"I've eaten thai many times, and am very familiar with the cuisine.",cuisine,neutral,58,65,['anecdotes/miscellaneous'],['neutral'],
817,The waiter was attentive.,waiter,positive,4,10,['service'],['positive'],
353,Their Margarita is best I've had since I've returned from Naples!,Margarita,positive,6,15,['food'],['positive'],
213,The tastes makes your mouth water for more.,tastes,positive,4,10,['food'],['positive'],
2261,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",sake list,positive,6,15,"['food', 'service']","['positive', 'positive']",
2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables,negative,4,10,"['food', 'ambience', 'price']","['neutral', 'negative', 'negative']",
2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",menu,neutral,42,46,"['food', 'ambience', 'price']","['neutral', 'negative', 'negative']",
2772,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,negative,93,102,"['food', 'ambience', 'price']","['neutral', 'negative', 'negative']",
2979,The food was actually aweful.,food,negative,4,8,['food'],['negative'],
2399,They are served with a free appetizer and the portions are perfect for lunch.,appetizer,positive,28,37,"['food', 'price']","['positive', 'positive']",
2399,They are served with a free appetizer and the portions are perfect for lunch.,portions,positive,46,54,"['food', 'price']","['positive', 'positive']",
2399,They are served with a free appetizer and the portions are perfect for lunch.,served,neutral,9,15,"['food', 'price']","['positive', 'positive']",
2399,They are served with a free appetizer and the portions are perfect for lunch.,lunch,neutral,71,76,"['food', 'price']","['positive', 'positive']",
3520,There is actually space to breathe and the decor sets the tone for an intimate dinner.,space,positive,18,23,['ambience'],['positive'],
3520,There is actually space to breathe and the decor sets the tone for an intimate dinner.,decor,positive,43,48,['ambience'],['positive'],
3520,There is actually space to breathe and the decor sets the tone for an intimate dinner.,dinner,neutral,79,85,['ambience'],['positive'],
2263,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,service,positive,74,81,['service'],['positive'],
1902,"My husband and I both ordered the Steak, medium.",Steak,neutral,34,39,"['food', 'anecdotes/miscellaneous']","['neutral', 'neutral']",
341,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",rice,negative,17,21,['food'],['negative'],
341,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",sushi,negative,47,52,['food'],['negative'],
341,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",seasoning,negative,29,38,['food'],['negative'],
1649,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,sushi,positive,27,32,['food'],['positive'],
1649,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,menu,positive,50,54,['food'],['positive'],
1649,This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,Japanese classic cuisine,positive,58,82,['food'],['positive'],
1195,The sushi is average and the prices are anything but.,sushi,neutral,4,9,"['food', 'price']","['neutral', 'negative']",
1195,The sushi is average and the prices are anything but.,prices,neutral,29,35,"['food', 'price']","['neutral', 'negative']",
3247,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",spinach,positive,31,38,['food'],['positive'],
3247,"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",Shanghai low mein,positive,44,61,['food'],['positive'],
1693,Owner must have coem on this website to give himself credit.,Owner,neutral,0,5,['anecdotes/miscellaneous'],['neutral'],
1496,Turned out there was full service upstairs and sat down.,service,positive,26,33,['anecdotes/miscellaneous'],['neutral'],
2387,Several of the dim sum orders had about 6-8 pieces.,dim sum orders,neutral,15,29,['food'],['neutral'],
2382,If you have a dumpling fetish i suggest you try some here!,dumpling,positive,14,22,['food'],['positive'],
517,"Three page wine menu, one page entree and horedevous.",wine menu,positive,11,20,['food'],['positive'],
517,"Three page wine menu, one page entree and horedevous.",entree,positive,31,37,['food'],['positive'],
517,"Three page wine menu, one page entree and horedevous.",horedevous,positive,42,52,['food'],['positive'],
1399,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",food,positive,4,8,"['food', 'service']","['positive', 'positive']",
1399,"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",owner,positive,78,83,"['food', 'service']","['positive', 'positive']",
3488,The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,waiters,negative,4,11,['service'],['negative'],
3488,The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,owners,negative,16,22,['service'],['negative'],
3117,And the food was fantastic.,food,positive,8,12,['food'],['positive'],
1024,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",drink,neutral,50,55,"['food', 'ambience']","['positive', 'positive']",
1024,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",hong-kong styled milk,positive,128,149,"['food', 'ambience']","['positive', 'positive']",
1024,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",tea with tapioca pearls (hot),positive,154,183,"['food', 'ambience']","['positive', 'positive']",
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",chef,neutral,31,35,['food'],['neutral'],
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",assortment of fish,neutral,51,69,['food'],['neutral'],
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Fatty Yellow Tail,neutral,80,97,['food'],['neutral'],
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Boton Shrimp,neutral,99,111,['food'],['neutral'],
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Eel,neutral,142,149,['food'],['neutral'],
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Sea Urchin,neutral,15,25,['food'],['neutral'],
394,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",Blue Fin Torro (Fatty Tuna),neutral,113,140,['food'],['neutral'],
1483,"They're also friendlier here, especially the owner, Kenny.",owner,positive,45,50,['service'],['positive'],
2945,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",room,negative,10,14,"['food', 'ambience']","['positive', 'negative']",
2945,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",plate,positive,120,125,"['food', 'ambience']","['positive', 'negative']",
3487,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,waterbugs,negative,64,73,"['anecdotes/miscellaneous', 'ambience']","['neutral', 'negative']",
1701,Winnie and her staff are the best crew you can find serving you.,crew,positive,34,38,['service'],['positive'],
1701,Winnie and her staff are the best crew you can find serving you.,staff,positive,15,20,['service'],['positive'],
1701,Winnie and her staff are the best crew you can find serving you.,serving,positive,52,59,['service'],['positive'],
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",ambiance,positive,4,12,"['food', 'ambience']","['conflict', 'positive']",
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",food,negative,28,32,"['food', 'ambience']","['conflict', 'positive']",
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",dishes,positive,61,67,"['food', 'ambience']","['conflict', 'positive']",
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",eggplant parmesan,positive,96,113,"['food', 'ambience']","['conflict', 'positive']",
464,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",veal in carozza chicken saltimbocca,positive,115,150,"['food', 'ambience']","['conflict', 'positive']",
2779,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",host,neutral,3,7,['service'],['neutral'],
2779,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",appetizers,neutral,18,28,['service'],['neutral'],
2779,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",waiter,neutral,51,57,['service'],['neutral'],
1086,You can even get packages of the chutneys to stock your fridge!,chutneys,positive,33,41,"['food', 'service']","['positive', 'positive']",
2539,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,bar,positive,4,7,['food'],['positive'],
2539,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,mixed drink special,positive,39,58,['food'],['positive'],
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",food,positive,20,24,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",service,positive,48,55,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2580,"If it isn't for the food (A+++), it must be the service or the ambience.",ambience,positive,63,71,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
3341,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",chef,negative,44,48,"['service', 'food']","['negative', 'negative']",
3341,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",staff,negative,53,58,"['service', 'food']","['negative', 'negative']",
722,"I like the ambience, it's very dark and original.",ambience,positive,11,19,['ambience'],['positive'],
3685,"Overall, not worth the money.",money,negative,23,28,['price'],['negative'],
346,This place is not worth the prices.,prices,negative,28,34,['price'],['negative'],
2672,We left after one drink.,drink,neutral,18,23,['anecdotes/miscellaneous'],['neutral'],
1231,Pick a bagel has the best bagels in the city.,bagels,positive,26,32,['food'],['positive'],
3666,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,waiting area,negative,68,80,['ambience'],['negative'],
3666,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,seat,negative,89,93,['ambience'],['negative'],
3666,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,bar,neutral,101,104,['ambience'],['negative'],
3666,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,wait,negative,16,20,['ambience'],['negative'],
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,negative,42,46,['food'],['negative'],
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",flavor,negative,123,129,['food'],['negative'],
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",dish,negative,137,141,['food'],['negative'],
2210,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,negative,98,103,['food'],['negative'],
1699,The fried dumplings are GREAT!,fried dumplings,positive,4,19,['food'],['positive'],
147,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,positive,38,46,['food'],['positive'],
2051,Ive been here so many times the waiters know my name.,waiters,neutral,32,39,['anecdotes/miscellaneous'],['neutral'],
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Argentinian Pizza,neutral,24,41,['food'],['positive'],
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",lunch,neutral,67,72,['food'],['positive'],
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Pelligrino,positive,96,106,['food'],['positive'],
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",pizza,positive,110,115,['food'],['positive'],
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",goat cheese,positive,150,161,['food'],['positive'],
3638,"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",blue cheese,positive,172,183,['food'],['positive'],
3088,The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,kamasutra,positive,5,14,['food'],['positive'],
3088,The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,bombay cosmopolitan,positive,21,40,['food'],['positive'],
3364,This is the perfect date spot for Williamsburg couples.,date spot,positive,20,29,['anecdotes/miscellaneous'],['positive'],
2083,The dim sum here is only so-so.,dim sum,neutral,4,11,['food'],['neutral'],
1411,"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive,27,31,"['food', 'price']","['positive', 'positive']",
1566,"Just straight up cheap, good food.",food,positive,29,33,"['food', 'price']","['positive', 'positive']",
126,Seating is ok even though sometimes there's alot of people.,Seating,neutral,0,7,['ambience'],['conflict'],
1985,"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",cost,negative,90,94,['price'],['negative'],
2320,"Service was slow, but the people were friendly.",Service,negative,0,7,['service'],['conflict'],
2320,"Service was slow, but the people were friendly.",people,positive,26,32,['service'],['conflict'],
2991,The steak was very fatty and the sauce was overpowering and not very tasty.,steak,negative,4,9,['food'],['negative'],
2991,The steak was very fatty and the sauce was overpowering and not very tasty.,sauce,negative,33,38,['food'],['negative'],
2146,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",staff,positive,4,9,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2146,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",food,positive,38,42,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2146,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",atmosphere,positive,60,70,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2474,The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,steak dish,negative,65,75,['food'],['conflict'],
2714,They have a very diverse menu so its something for everybody.,menu,positive,25,29,['food'],['positive'],
3672,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,staff,negative,4,9,['service'],['negative'],
